PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: sibusisosekkhotogmail.onmicrosoft.com;global;2025-02-19 10:48:28.546737;op.acc.2.az.rbac.1;Requisitos de acceso;op.acc.2;operacional;control de acceso;Se debe aplicar la restricción de acceso al portal de Azure y la habilitación de Microsoft Entra Protection para minimizar los riesgos de inicio de sesión y comportamientos inusuales.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Tenants creation is not disabled for non-admin users.;authorizationPolicy;entra_policy_ensure_default_user_cannot_create_tenants;False;Authorization Policy
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: sibusisosekkhotogmail.onmicrosoft.com;global;2025-02-19 10:48:28.546737;opc.acc.5.az.eid.1;Mecanismo de autenticación (usuarios externos);op.acc.5;operacional;control de acceso;El usuario externo deberá contar con un usuario de la organización creado y gestionado para sus actividades de colaboración durante el período de tiempo definido en el contrato, de igual manera que el mecanismo de autenticación (usuarios de la organización) y será gestionado en la organización con Microsoft Entra.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Guest invitations are not restricted to users with specific administrative roles only.;authorizationPolicy;entra_policy_guest_invite_only_for_admin_roles;False;Authorization Policy
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: sibusisosekkhotogmail.onmicrosoft.com;global;2025-02-19 10:48:28.546737;opc.acc.5.az.eid.1;Mecanismo de autenticación (usuarios externos);op.acc.5;operacional;control de acceso;El usuario externo deberá contar con un usuario de la organización creado y gestionado para sus actividades de colaboración durante el período de tiempo definido en el contrato, de igual manera que el mecanismo de autenticación (usuarios de la organización) y será gestionado en la organización con Microsoft Entra.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Guest user access is not restricted to properties and memberships of their own directory objects;authorizationPolicy;entra_policy_guest_users_access_restrictions;False;Authorization Policy
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: sibusisosekkhotogmail.onmicrosoft.com;global;2025-02-19 10:48:28.546737;op.acc.2.az.r1.eid.1;Privilegios de acceso;op.acc.2.r1;operacional;control de acceso;Requisito de la configuración a través de la aplicación de roles RBAC;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Entra allows users to consent apps accessing company data on their behalf;authorizationPolicy;entra_policy_restricts_user_consent_for_apps;False;Authorization Policy
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: sibusisosekkhotogmail.onmicrosoft.com;global;2025-02-19 10:48:28.546737;op.acc.2.az.r1.eid.1;Privilegios de acceso;op.acc.2.r1;operacional;control de acceso;Requisito de la configuración a través de la aplicación de roles RBAC;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Entra allows users to consent apps accessing company data on their behalf.;authorizationPolicy;entra_policy_user_consent_for_verified_apps;False;Authorization Policy
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: sibusisosekkhotogmail.onmicrosoft.com;global;2025-02-19 10:48:28.546737;op.exp.8.az.md.1;Registro de la actividad;op.exp.8;operacional;explotación;Se habilitará el monitor de diagnóstico para cada categoría usada dentro de la subscripción.;alto;requisito;trazabilidad;automático;;FAIL;There is no trusted location with IP ranges defined.;Named Locations;entra_trusted_named_locations_exists;False;Named Locations
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Tenant: sibusisosekkhotogmail.onmicrosoft.com;global;2025-02-19 10:48:28.546737;op.acc.2.az.r1.eid.1;Privilegios de acceso;op.acc.2.r1;operacional;control de acceso;Requisito de la configuración a través de la aplicación de roles RBAC;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;Users can create Microsoft 365 groups.;Microsoft365 Groups;entra_users_cannot_create_microsoft_365_groups;False;Microsoft365 Groups
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.2.r1.az.ma.1;Efectividad del sistema de incidentes;op.mon.2.r1 ;operacional;monitorización del sistema;Configurar el monitor de alerta para los cambios en los elementos de seguridad habilitados.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1.;Monitor;monitor_alert_create_policy_assignment;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.2.r1.az.ma.1;Efectividad del sistema de incidentes;op.mon.2.r1 ;operacional;monitorización del sistema;Configurar el monitor de alerta para los cambios en los elementos de seguridad habilitados.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;Monitor;monitor_alert_create_update_nsg;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.2.r1.az.ma.1;Efectividad del sistema de incidentes;op.mon.2.r1 ;operacional;monitorización del sistema;Configurar el monitor de alerta para los cambios en los elementos de seguridad habilitados.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;Monitor;monitor_alert_create_update_public_ip_address_rule;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.2.r1.az.ma.1;Efectividad del sistema de incidentes;op.mon.2.r1 ;operacional;monitorización del sistema;Configurar el monitor de alerta para los cambios en los elementos de seguridad habilitados.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1.;Monitor;monitor_alert_create_update_security_solution;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.3.r6.az.ma.1;Inspecciones de seguridad;op.mon.3.r6 ;operacional;monitorización del sistema;Utilizar las alertas para las inspecciones de seguridad;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1.;Monitor;monitor_alert_create_update_security_solution;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.2.r1.az.ma.1;Efectividad del sistema de incidentes;op.mon.2.r1 ;operacional;monitorización del sistema;Configurar el monitor de alerta para los cambios en los elementos de seguridad habilitados.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;There is not an alert for creating/updating SQL Server firewall rule in subscription Azure subscription 1.;Monitor;monitor_alert_create_update_sqlserver_fr;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.acc.6.r5.az.eid.2;Registro de la actividad;op.acc.6.r5;operacional;control de acceso;El registro de actividad de eliminación en los servicios de la nube debe de estar habilitado.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;There is not an alert for deleting Network Security Groups in subscription Azure subscription 1.;Monitor;monitor_alert_delete_nsg;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.acc.6.r5.az.eid.2;Registro de la actividad;op.acc.6.r5;operacional;control de acceso;El registro de actividad de eliminación en los servicios de la nube debe de estar habilitado.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;There is not an alert for deleting policy assignment in subscription Azure subscription 1.;Monitor;monitor_alert_delete_policy_assignment;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.acc.6.r5.az.eid.2;Registro de la actividad;op.acc.6.r5;operacional;control de acceso;El registro de actividad de eliminación en los servicios de la nube debe de estar habilitado.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;There is not an alert for deleting public IP address rule in subscription Azure subscription 1.;Monitor;monitor_alert_delete_public_ip_address_rule;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.acc.6.r5.az.eid.2;Registro de la actividad;op.acc.6.r5;operacional;control de acceso;El registro de actividad de eliminación en los servicios de la nube debe de estar habilitado.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;There is not an alert for deleting Security Solution in subscription Azure subscription 1.;Monitor;monitor_alert_delete_security_solution;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.acc.6.r5.az.eid.2;Registro de la actividad;op.acc.6.r5;operacional;control de acceso;El registro de actividad de eliminación en los servicios de la nube debe de estar habilitado.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;automático;;FAIL;There is not an alert for deleting SQL Server firewall rule in subscription Azure subscription 1.;Monitor;monitor_alert_delete_sqlserver_fr;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.exp.8.az.md.1;Registro de la actividad;op.exp.8;operacional;explotación;Se habilitará el monitor de diagnóstico para cada categoría usada dentro de la subscripción.;alto;requisito;trazabilidad;automático;;FAIL;There are no diagnostic settings capturing appropiate categories in subscription Azure subscription 1.;Monitor;monitor_diagnostic_setting_with_appropriate_categories;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.2.az.md.1;Sistema de métricas;op.mon.2 ;operacional;monitorización del sistema;Configurar el monitor de diagnóstico para los elementos habilitados de la nube.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;There are no diagnostic settings capturing appropiate categories in subscription Azure subscription 1.;Monitor;monitor_diagnostic_setting_with_appropriate_categories;False;Monitor
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.exp.8.r5.az.ds.1;Revisión automática y correlación de eventos;op.exp.8.r5;operacional;explotación;Activación del monitor de diagnóstico para la revisión automática de eventos.;alto;refuerzo;trazabilidad;automático;;FAIL;No diagnostic settings found in subscription Azure subscription 1.;diagnostic_settings;monitor_diagnostic_settings_exists;False;Diagnostic Settings
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.2.r2.az.ma.1;Eficiencia del sistema de gestión de la seguridad;op.mon.2.r2 ;operacional;monitorización del sistema;Asegurar que el monitor de diagnóstico de la actividad de la subscrición esté activa.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;No diagnostic settings found in subscription Azure subscription 1.;diagnostic_settings;monitor_diagnostic_settings_exists;False;Diagnostic Settings
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;mp.com.4.r4.az.nt.1;Puntos de interconexión;mp.com.4.r4;medidas de protección;protección de las comunicaciones;Asegurarse de que el acceso a la red de conexión con  internet esté protegida.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Bastion Host from subscription Azure subscription 1 does not exist;Bastion Host;network_bastion_host_exists;False;Bastion Host
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;op.mon.1.r1.az.nf.1;Detección basada en reglas;op.mon.1.r1 ;operacional;monitorización del sistema;Activación del Network Flow Log para la identificación del tráfico de la red.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher NetworkWatcher_eastus from subscription Azure subscription 1 has flow logs disabled;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_eastus;network_flow_log_captured_sent;False;NetworkWatcher_eastus
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Habilitar Network Watcher para registrar y mantener la información de seguridad centralizada.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher NetworkWatcher_eastus from subscription Azure subscription 1 has flow logs disabled;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_eastus;network_flow_log_captured_sent;False;NetworkWatcher_eastus
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Auditoría delos registros de los servicios de GCP con la suficiente retención para la vigilancia de la información;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher NetworkWatcher_eastus from subscription Azure subscription 1 has flow logs disabled;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_eastus;network_flow_log_captured_sent;False;NetworkWatcher_eastus
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.s.4.r1.az.nt.1;Detección y reacción;mp.s.4.r1;medidas de protección;protección de los servicios;Habilitar el flujo de logs de la red para la captura de los datos enviados;alto;requisito;disponibilidad;automático;;FAIL;Network Watcher NetworkWatcher_eastus from subscription Azure subscription 1 has flow logs disabled;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_eastus;network_flow_log_captured_sent;False;NetworkWatcher_eastus
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;op.exp.8.r3.az.nt.1;Retención de registros;op.exp.8.r3;operacional;explotación;La configuración de los registros debe estar configurada con un período de retención.;alto;refuerzo;trazabilidad;automático;;PASS;Network Watcher NetworkWatcher_eastus from subscription Azure subscription 1 has flow logs enabled for more than 90 days;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_eastus;network_flow_log_more_than_90_days;False;NetworkWatcher_eastus
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Habilitar Network Watcher para registrar y mantener la información de seguridad centralizada.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Network Watcher NetworkWatcher_eastus from subscription Azure subscription 1 has flow logs enabled for more than 90 days;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_eastus;network_flow_log_more_than_90_days;False;NetworkWatcher_eastus
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Auditoría delos registros de los servicios de GCP con la suficiente retención para la vigilancia de la información;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Network Watcher NetworkWatcher_eastus from subscription Azure subscription 1 has flow logs enabled for more than 90 days;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_eastus;network_flow_log_more_than_90_days;False;NetworkWatcher_eastus
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.3.r2.az.tls.1;Algoritmos y parámetros autorizados;mp.com.3.r2 ;medidas de protección;protección de las comunicaciones;La versión de TLS para las aplicaciones debe de ser como mínimo versión 1.2;alto;refuerzo;integridad,autenticidad;automático;;PASS;Security Group tpot-vm-nsg from subscription Azure subscription 1 has HTTP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/loya/providers/Microsoft.Network/networkSecurityGroups/tpot-vm-nsg;network_http_internet_access_restricted;False;tpot-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.4.r3.az.1;Segmentación física;mp.com.4.r3;medidas de protección;protección de las comunicaciones;Configuración de VNETs para el aislamiento de redes;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group tpot-vm-nsg from subscription Azure subscription 1 has HTTP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/loya/providers/Microsoft.Network/networkSecurityGroups/tpot-vm-nsg;network_http_internet_access_restricted;False;tpot-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.4.r4.az.nt.1;Puntos de interconexión;mp.com.4.r4;medidas de protección;protección de las comunicaciones;Asegurarse de que el acceso a la red de conexión con  internet esté protegida.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group tpot-vm-nsg from subscription Azure subscription 1 has HTTP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/loya/providers/Microsoft.Network/networkSecurityGroups/tpot-vm-nsg;network_http_internet_access_restricted;False;tpot-vm-nsg
