PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_IDGRUPOCONTROL;REQUIREMENTS_ATTRIBUTES_MARCO;REQUIREMENTS_ATTRIBUTES_CATEGORIA;REQUIREMENTS_ATTRIBUTES_DESCRIPCIONCONTROL;REQUIREMENTS_ATTRIBUTES_NIVEL;REQUIREMENTS_ATTRIBUTES_TIPO;REQUIREMENTS_ATTRIBUTES_DIMENSIONES;REQUIREMENTS_ATTRIBUTES_MODOEJECUCION;REQUIREMENTS_ATTRIBUTES_DEPENDENCIAS;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.s.4.az.nt.1;Protección frente a denegación de servicio;mp.s.4;medidas de protección;protección de los servicios;El acceso a la red de conexión con internet debe estar restringida.;alto;requisito;disponibilidad;automático;;PASS;Security Group tpot-vm-nsg from subscription Azure subscription 1 has HTTP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/loya/providers/Microsoft.Network/networkSecurityGroups/tpot-vm-nsg;network_http_internet_access_restricted;False;tpot-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.3.r2.az.tls.1;Algoritmos y parámetros autorizados;mp.com.3.r2 ;medidas de protección;protección de las comunicaciones;La versión de TLS para las aplicaciones debe de ser como mínimo versión 1.2;alto;refuerzo;integridad,autenticidad;automático;;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has HTTP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_http_internet_access_restricted;False;linux-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.4.r3.az.1;Segmentación física;mp.com.4.r3;medidas de protección;protección de las comunicaciones;Configuración de VNETs para el aislamiento de redes;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has HTTP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_http_internet_access_restricted;False;linux-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.4.r4.az.nt.1;Puntos de interconexión;mp.com.4.r4;medidas de protección;protección de las comunicaciones;Asegurarse de que el acceso a la red de conexión con  internet esté protegida.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has HTTP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_http_internet_access_restricted;False;linux-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.s.4.az.nt.1;Protección frente a denegación de servicio;mp.s.4;medidas de protección;protección de los servicios;El acceso a la red de conexión con internet debe estar restringida.;alto;requisito;disponibilidad;automático;;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has HTTP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_http_internet_access_restricted;False;linux-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.1.az.nw.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de RDP;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group tpot-vm-nsg from subscription Azure subscription 1 has RDP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/loya/providers/Microsoft.Network/networkSecurityGroups/tpot-vm-nsg;network_rdp_internet_access_restricted;False;tpot-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.1.az.nw.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de RDP;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has RDP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_rdp_internet_access_restricted;False;linux-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.1.az.nw.2;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de SSH;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Group tpot-vm-nsg from subscription Azure subscription 1 has SSH internet access allowed.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/loya/providers/Microsoft.Network/networkSecurityGroups/tpot-vm-nsg;network_ssh_internet_access_restricted;False;tpot-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.1.az.nw.2;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de SSH;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Security Group linux-vm-nsg from subscription Azure subscription 1 has SSH internet access allowed.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_ssh_internet_access_restricted;False;linux-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.1.az.nw.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de UDP.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group tpot-vm-nsg from subscription Azure subscription 1 has UDP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/loya/providers/Microsoft.Network/networkSecurityGroups/tpot-vm-nsg;network_udp_internet_access_restricted;False;tpot-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;eastus;2025-02-19 10:48:28.546737;mp.com.1.az.nw.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de UDP.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;PASS;Security Group linux-vm-nsg from subscription Azure subscription 1 has UDP internet access restricted.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/tpot-resources/providers/Microsoft.Network/networkSecurityGroups/linux-vm-nsg;network_udp_internet_access_restricted;False;linux-vm-nsg
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.1.az.nw.1;Detección de intrusión;op.mon.1 ;operacional;monitorización del sistema;Activación del Network Watcher para la captura de paquetes y detección del tráfico de la red.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.2.r2.az.ma.1;Eficiencia del sistema de gestión de la seguridad;op.mon.2.r2 ;operacional;monitorización del sistema;Asegurar que el monitor de diagnóstico de la actividad de la subscrición esté activa.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Habilitar Network Watcher para registrar y mantener la información de seguridad centralizada.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;op.mon.3.az.nw.1;Vigilancia;op.mon.3 ;operacional;monitorización del sistema;Auditoría delos registros de los servicios de GCP con la suficiente retención para la vigilancia de la información;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;mp.com.1.az.nw.1;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de RDP;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;mp.com.1.az.nw.2;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de SSH;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;mp.com.1.az.nw.3;Perímetro seguro;mp.com.1;medidas de protección;protección de las comunicaciones;Habilitar la restricción de acceso para el tráfico por internet a través de UDP.;alto;requisito;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;Azure subscription 1;global;2025-02-19 10:48:28.546737;mp.com.3.az.nw.1;Protección de la integridad y de la autenticidad;mp.com.3 ;medidas de protección;protección de las comunicaciones;Asegurarse de que la comunicación del frontal sea a través de HTTPS.;alto;requisito;integridad,autenticidad;automático;;FAIL;Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1': israelcentral, uaenorth, centralus, westeurope, brazilsouth, jioindiawest, westus3, uksouth, southindia, newzealandnorth, westus2, australiacentral, koreasouth, southcentralus, eastasia, southafricawest, norwayeast, switzerlandnorth, qatarcentral, switzerlandwest, norwaywest, ukwest, spaincentral, australiasoutheast, northcentralus, mexicocentral, brazilus, francesouth, canadaeast, northeurope, brazilsoutheast, polandcentral, canadacentral, germanynorth, japaneast, japanwest, southafricanorth, centralindia, westindia, southeastasia, westus, koreacentral, australiaeast, eastus2, germanywestcentral, italynorth, australiacentral2, swedencentral, jioindiacentral, westcentralus, francecentral, uaecentral.;/subscriptions/137ea479-0994-4597-b7f8-c87bc2c32218/resourceGroups/NetworkWatcherRG/providers/Microsoft.Network/networkWatchers/NetworkWatcher_*;network_watcher_enabled;False;Network Watcher
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;op.acc.3.r1.az.eid.1;Segregación rigurosa;op.acc.3.r1;operacional;control de acceso;La configuración, manenimiento, auditoría o supervisión no debe ser realizada por la misma persona, se deberá asignar roles específicos para cada usuario o grupo en el directorio de roles de Microsoft Entra.;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;op.acc.6.r9.az;Acceso remoto;op.acc.6.r9;operacional;control de acceso;;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;op.exp8.r2.az.wc.1;Sincronización del reloj del sistema;op.exp.8.r2;operacional;explotación;;alto;refuerzo;trazabilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;op.exp.10.r1.az.key.1;Algoritmos autorizados;op.exp.10.r1 ;operacional;explotación;Asegurar que los algoritmos utilizados estén aprobados por el CCN;alto;refuerzo;confidencialidad,integridad,trazabilidad,autenticidad,disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;op.cont.2.az.con.1;Plan de continuidad;op.cont.2 ;operacional;continuidad del servicio;Garantizar la resiliencia y la continuidad a través de planes de recuperación de desastres;alto;requisito;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;mp.com.3.r3.az.1;Dispositivos hardware;mp.com.3.r3 ;medidas de protección;protección de las comunicaciones;Protección de los dispositivos de hardware;alto;refuerzo;integridad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;mp.com.3.r4.az.1;Productos certificados;mp.com.3.r4 ;medidas de protección;protección de las comunicaciones;Se utilizará productos certificados CPSTIC del CCN.;alto;refuerzo;integridad,autenticidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;mp.info.2.az.1;Calificación de la información;mp.info.2;medidas de protección;protección de la información;Configuración de etiquetas para todos los servicios de Azure;alto;requisito;confidencialidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;mp.info.6.az.1;Copias de seguridad;mp.info.6;medidas de protección;protección de la información;Creación de plan de backup para los servicios de Azure;alto;requisito;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
azure;The accreditation scheme of the ENS (National Security Scheme) has been developed by the Ministry of Finance and Public Administrations and the CCN (National Cryptological Center). This includes the basic principles and minimum requirements necessary for the adequate protection of information.;;;2025-02-19 10:48:28.546737;mp.info.6.r1.az.1;Pruebas de recuperación;mp.info.6.r1;medidas de protección;protección de la información;Creación del plan de recuperación para los servicios de Azure;alto;refuerzo;disponibilidad;manual;;MANUAL;Manual check;manual_check;manual;False;Manual check
